id	name	class	type	quality	cost	atk	hp	countdown	token	tag	effect	note	decks	img
N032	忘归人	虚无	随从	虹	5	3	5		0		onPlay: summon(残念,2); onAllyDeath: buff(self,1,1)	入场召唤2个残念；每当己方随从离场，此随从+1/+1。	持续侵蚀	img/N032.webp
N033	后会有期	虚无	护符	金	5			1	0		onAllyDeath: dmg(enemyLeader,1)	每当己方随从离场，给予敌方主战者1点伤害。	引爆奥迹	img/N033.webp
N035	「星核猎手」卡芙卡	虚无	随从	虹	5	5	5		0		onPlay: necromancy(4); onPlay[ctr(死灵术)>=1]: buff(self,3,3), grant(self,storm)	死灵术4：自身+3/+3并获得疾驰。	缺陷植入	img/N035.webp
N036	冥魂渡者，死龙残躯，玻吕刻斯	虚无	随从	金	6	5	4		0		onPlay: summon(残念,2); onAllyDeath: buff(self,1,1)	入场召唤2个残念；每当己方随从离场，此随从+1/+1。	持续侵蚀	img/N036.webp
N037	延长记号	虚无	法术	金	4				0		spell: destroyAlly(allyOne), summon(残念,2), dmg(enemyLeader,2)	破坏1个己方随从，召唤2个残念并打脸2点。	引爆奥迹	img/N037.webp
N038	孤注一掷的赌徒	虚无	随从	金	6	5	6		0		onPlay: necromancy(4); onPlay[ctr(死灵术)>=1]: buff(self,3,3), grant(self,storm)	死灵术4：自身+3/+3并获得疾驰。	缺陷植入	img/N038.webp
N039	卡芙卡	虚无	随从	虹	7	4	6		0		onPlay: summon(残念,2); onAllyDeath: buff(self,1,1)	入场召唤2个残念；每当己方随从离场，此随从+1/+1。	持续侵蚀	img/N039.webp
N040	黄泉	虚无	随从	虹	7	5	5		0		onPlay: destroyAlly(allyOne), dmg(enemyAll,3), summon(残念,2)	入场破坏1个己方随从，敌方全体3点并召唤2个残念。	引爆奥迹	img/N040.webp
N041	反造物主，流溢之恨	虚无	随从	虹	6	6	4		0		onPlay: necromancy(4); onPlay[ctr(死灵术)>=1]: buff(self,3,3), grant(self,storm)	死灵术4：自身+3/+3并获得疾驰。	缺陷植入	img/N041.webp
N042	万色返空主，归寂	虚无	随从	虹	8	5	7		0		onPlay: summon(残念,2); onAllyDeath: buff(self,1,1)	入场召唤2个残念；每当己方随从离场，此随从+1/+1。	持续侵蚀	img/N042.webp
N043	灼尽炼狱的新骸	虚无	法术	虹	8				0		spell: destroyAlly(allyOne), summon(残念,2), dmg(enemyLeader,2)	破坏1个己方随从，召唤2个残念并打脸2点。	引爆奥迹	img/N043.webp
N044	万色返空主·终寂	虚无	随从	虹	9	6	8		0		onPlay: necromancy(4); onPlay[ctr(死灵术)>=1]: buff(self,3,3), grant(self,storm)	死灵术4：自身+3/+3并获得疾驰。	缺陷植入	img/N044.webp
T401	残念	虚无	随从	衍生	1	1	1		1	亡灵	onDeath: draw(1)	【谢幕曲】：抽1张。
N045	虚无扑满	虚无	随从	铜	1	1	2		0		onDeath: summon(残念,1); onAllyDeath: buff(self,1,0)	谢幕曲召唤残念；每当己方随从离场，此随从+1/+0。	持续侵蚀	img/N045.webp
