id	name	class	type	quality	cost	atk	hp	countdown	token	tag	effect	note	decks	img
E035	自动机兵·齿狼	智识	随从	金	6	3	4		0	自动机兵	onPlay: dmg(enemyAll,2), dmg(enemyLeader,2)	入场给予敌方全体随从2点并打脸2点。	弱点揭露	img/E035.webp
E036	姬子	智识	随从	虹	6	5	7		0		costIf(spellboost/2)[spellboost>=2]; static: ward; onPlay[spellboost>=5]: dmg(enemyAll,3)	守护。演算层数每2次费用-1；增幅5次以上时全场3点。	解读演算	img/E036.webp
E037	景元	智识	随从	虹	6	3	7		0		onPlay: earthRite(); onPlay[ctr(模块解析)>=1]: summon(神君投影,1), buff(self,2,2)	模块解析：消耗演算模块，召唤神君投影并使自身+2/+2。	神君追击	img/E037.webp
E038	乱破	智识	随从	虹	6	4	3		0		onPlay: dmg(enemyAll,2), dmg(enemyLeader,2)	入场给予敌方全体随从2点并打脸2点。	弱点揭露	img/E038.webp
E039	史瓦罗	智识	随从	金	6	5	7		0		costIf(spellboost/2)[spellboost>=2]; static: ward; onPlay[spellboost>=5]: dmg(enemyAll,3)	守护。演算层数每2次费用-1；增幅5次以上时全场3点。	解读演算	img/E039.webp
E040	星火悄然闪耀	智识	法术	虹	5				0		spell: earthRite(); spell[ctr(模块解析)>=1]: summon(神君投影,1), dmg(enemyAny,2)	模块解析：消耗1个演算模块，召唤神君投影并造成2点。	神君追击	img/E040.webp
E041	合金机铠•帕姆王	智识	随从	虹	7	4	5		0	自动机兵	onPlay: dmg(enemyAll,2), dmg(enemyLeader,2)	入场给予敌方全体随从2点并打脸2点。	弱点揭露	img/E041.webp
E042	远坂凛	智识	随从	虹	6	7	8		0		costIf(spellboost/2)[spellboost>=2]; static: ward; onPlay[spellboost>=5]: dmg(enemyAll,3)	守护。演算层数每2次费用-1；增幅5次以上时全场3点。	解读演算	img/E042.webp
E043	第一位天才，隐德来希，赞达尔	智识	随从	虹	6	7	7		0		onPlay: earthRite(); onPlay[ctr(模块解析)>=1]: summon(神君投影,1), buff(self,2,2)	模块解析：消耗演算模块，召唤神君投影并使自身+2/+2。	神君追击	img/E043.webp
E044	当一颗星照亮夜空	智识	法术	虹	8				0		spell: dmg(enemyLeader,9)	给予敌方主战者9点伤害。	弱点揭露	img/E044.webp
T301	演算模块	智识	护符	衍生	1			9	1	演算模块		【演算模块】。供模块解析消耗。		img/T301.webp
T302	神君投影	智识	随从	衍生	3	3	3		1	土偶	static: rush	【突进】。由模块解析召唤。		img/T302.webp
E045	外宇宙之冰	智识	随从	铜	3	2	4		0		costIf(spellboost/2)[spellboost>=2]; onPlay[spellboost>=3]: buff(self,2,2), draw(1)	演算层数每2次费用-1；增幅3次以上时入场+2/+2并抽1。	解读演算	img/E045.webp
